,0
0,0.6922753751277924
1,0.6923256516456604
2,0.692394495010376
3,0.6928669512271881
4,0.6932259947061539
5,0.6927779167890549
6,0.6931021064519882
7,0.6927133500576019
8,0.6943685561418533
9,0.692265123128891
10,0.6935318410396576
11,0.6936002820730209
12,0.6940055638551712
13,0.6926252990961075
14,0.6923925876617432
15,0.6912749856710434
16,0.6918028593063354
17,0.6931468844413757
18,0.6932218074798584
19,0.6937157064676285
20,0.6922214031219482
21,0.6930339485406876
22,0.692915603518486
23,0.6916560083627701
24,0.6918688863515854
25,0.6943626254796982
26,0.692598506808281
27,0.6950044482946396
28,0.6931847333908081
29,0.6913762837648392
30,0.6927577555179596
31,0.6937513649463654
32,0.6948670148849487
33,0.6944679766893387
34,0.6940734535455704
35,0.6930201798677444
36,0.6925743967294693
37,0.6925439387559891
38,0.6916181445121765
39,0.6925352066755295
40,0.6938010305166245
41,0.6924598664045334
42,0.6949062794446945
43,0.6928434371948242
44,0.691482275724411
45,0.6942147016525269
46,0.6946917325258255
47,0.6927976310253143
48,0.6940894573926926
49,0.6945121586322784
50,0.6898397654294968
51,0.6932566910982132
52,0.6940040439367294
53,0.6935371607542038
54,0.6938910931348801
55,0.6928870677947998
56,0.693267747759819
57,0.6917409151792526
58,0.6936090588569641
59,0.6935619711875916
60,0.692236140370369
61,0.692409336566925
62,0.6925097703933716
63,0.6921201348304749
64,0.6935930401086807
65,0.6929489970207214
66,0.6909687668085098
67,0.6947647035121918
68,0.6935681700706482
69,0.6930345892906189
70,0.6936919838190079
71,0.6949015408754349
72,0.6927558481693268
73,0.6934014409780502
74,0.6940904408693314
75,0.6921800971031189
76,0.6939702928066254
77,0.695919930934906
78,0.6918293833732605
79,0.6925634443759918
80,0.6925533562898636
81,0.6947024017572403
82,0.6933072954416275
83,0.6936842203140259
84,0.6909453719854355
85,0.6924843341112137
86,0.6943554580211639
87,0.6929611712694168
88,0.6936726570129395
89,0.6941821724176407
90,0.6921109557151794
91,0.6921882331371307
92,0.6932395696640015
93,0.6925798952579498
94,0.6938231289386749
95,0.6926108747720718
96,0.693276509642601
97,0.6932780593633652
98,0.6921031922101974
99,0.6918572634458542
100,0.6934128552675247
101,0.6927386075258255
102,0.6925420314073563
103,0.6939002871513367
104,0.6949396282434464
105,0.6916830092668533
106,0.6927099227905273
107,0.6926560997962952
108,0.6923063546419144
109,0.6939170807600021
110,0.691922664642334
111,0.6924056857824326
112,0.6924172639846802
113,0.6947108954191208
114,0.6945656687021255
115,0.6934366226196289
116,0.6915453225374222
117,0.6947010159492493
118,0.6923613846302032
119,0.6909960210323334
120,0.6915831565856934
121,0.6925562620162964
122,0.6932570189237595
123,0.6927606463432312
124,0.6940777152776718
125,0.6924502104520798
126,0.6925269365310669
127,0.6916824579238892
128,0.6923610121011734
129,0.6933150440454483
130,0.6950122117996216
131,0.6930811405181885
132,0.6935893148183823
133,0.6920700818300247
134,0.6916422694921494
135,0.6927035599946976
136,0.6908506453037262
137,0.6922529190778732
138,0.6926239430904388
139,0.6922036558389664
140,0.692262277007103
141,0.6928381025791168
142,0.6925075054168701
143,0.692950651049614
144,0.693799614906311
145,0.6949618011713028
146,0.6942664980888367
147,0.6941922456026077
148,0.6915733814239502
149,0.6920537799596786
150,0.6925415992736816
151,0.6935718953609467
152,0.6943734586238861
153,0.693357989192009
154,0.6927454173564911
155,0.6918288320302963
156,0.6919287592172623
157,0.6909218728542328
158,0.6947626173496246
159,0.6935155689716339
160,0.6939773112535477
161,0.6910766810178757
162,0.6940741986036301
163,0.6910575777292252
164,0.6943815350532532
165,0.6933171600103378
166,0.6913615316152573
167,0.6911778599023819
168,0.693410649895668
169,0.6933543235063553
170,0.69197678565979
171,0.6929509490728378
172,0.691460371017456
173,0.6929360032081604
174,0.6931833475828171
175,0.6927937418222427
176,0.6916214674711227
177,0.6939199566841125
178,0.6920536905527115
179,0.6931996494531631
180,0.6931482255458832
181,0.6913015395402908
182,0.6917445808649063
183,0.6921051293611526
184,0.6925910264253616
185,0.6922688782215118
186,0.6929991245269775
187,0.6932738870382309
188,0.6929300129413605
189,0.6937015801668167
190,0.6915098577737808
191,0.693427637219429
192,0.6933693885803223
193,0.6950419098138809
194,0.6914434134960175
195,0.6928503811359406
196,0.6935183852910995
197,0.6927892416715622
198,0.6915784925222397
199,0.6928361505270004
200,0.6928223818540573
201,0.6932359933853149
202,0.6923205554485321
203,0.6919676512479782
204,0.6909323781728745
205,0.6933358013629913
206,0.691806972026825
207,0.6932142078876495
208,0.692833200097084
209,0.6928326338529587
210,0.6928411722183228
211,0.6933517158031464
212,0.6928000450134277
213,0.6918259114027023
214,0.6901735216379166
215,0.6934123933315277
216,0.6953295320272446
217,0.6916806399822235
218,0.691113069653511
219,0.6932978481054306
220,0.6929270774126053
221,0.6931174397468567
222,0.6927254796028137
223,0.6924129873514175
224,0.6918189227581024
225,0.6917653530836105
226,0.6930217146873474
227,0.6920139342546463
228,0.6922576427459717
229,0.6928739100694656
230,0.693908765912056
231,0.6925586462020874
232,0.69253771007061
233,0.693146362900734
234,0.6925895512104034
235,0.691939115524292
236,0.6932530850172043
237,0.6918086558580399
238,0.6918409168720245
239,0.6926908493041992
240,0.6923820674419403
241,0.6922847479581833
242,0.6943470984697342
243,0.6916202306747437
244,0.6933586299419403
245,0.690566748380661
246,0.6923781782388687
247,0.6926387548446655
248,0.6939757019281387
249,0.6913402527570724
