,0
0,0.5031887755102041
1,0.519359410430839
2,0.5134070294784581
3,0.5181689342403628
4,0.5220521541950114
5,0.5217261904761905
6,0.5206349206349207
7,0.5217828798185941
8,0.5219954648526077
9,0.5223922902494331
10,0.5220379818594104
11,0.5224631519274376
12,0.5228883219954649
13,0.5223214285714286
14,0.5222363945578231
15,0.5230583900226757
16,0.5227607709750567
17,0.5234268707482993
18,0.5234977324263038
19,0.523781179138322
20,0.5235969387755102
21,0.5236536281179138
22,0.5233560090702948
23,0.5245606575963719
24,0.5231859410430839
25,0.523625283446712
26,0.5241354875283447
27,0.52562358276644
28,0.5253684807256236
29,0.5272392290249434
30,0.5252409297052154
31,0.5266581632653061
32,0.5255668934240363
33,0.526984126984127
34,0.5272675736961451
35,0.5273809523809524
36,0.5277636054421768
37,0.5288407029478458
38,0.5297760770975056
39,0.5304280045351474
40,0.5316893424036281
41,0.5316893424036281
42,0.5317460317460317
43,0.5341695011337868
44,0.5331774376417233
45,0.5342687074829932
46,0.5275793650793651
47,0.5338577097505669
48,0.5347930839002267
49,0.5372732426303855
50,0.5377267573696145
51,0.5375425170068027
52,0.5401218820861678
53,0.5369472789115646
54,0.540093537414966
55,0.5406179138321996
56,0.5425595238095238
57,0.5437074829931973
58,0.5434240362811792
59,0.544359410430839
60,0.5452097505668935
61,0.5450113378684808
62,0.5455498866213152
63,0.5482709750566893
64,0.5484126984126985
65,0.5507936507936508
66,0.5520549886621315
67,0.5531746031746032
68,0.5544359410430839
69,0.5586167800453514
70,0.558092403628118
71,0.5576247165532879
72,0.5620748299319728
73,0.5656037414965986
74,0.5691468253968254
75,0.5717687074829932
76,0.578798185941043
77,0.5872590702947846
78,0.5905328798185941
79,0.6083049886621316
80,0.6144982993197279
81,0.6246598639455783
82,0.6405045351473923
83,0.67453231292517
84,0.7110260770975056
85,0.7160714285714286
86,0.7239937641723356
87,0.7360260770975057
88,0.7323412698412698
89,0.7377976190476191
90,0.7380527210884353
91,0.7547052154195011
92,0.770124716553288
93,0.7719104308390022
94,0.7651502267573697
95,0.8022534013605442
96,0.8017715419501134
97,0.8153344671201814
98,0.8281887755102041
99,0.8161706349206349
100,0.8377692743764172
101,0.8361111111111111
102,0.8341695011337869
103,0.8433390022675737
104,0.8360827664399093
105,0.8505668934240362
106,0.8484693877551021
107,0.8531604308390023
108,0.8553571428571428
109,0.8568735827664399
110,0.8518707482993197
111,0.8612244897959184
112,0.8627976190476191
113,0.8616071428571429
114,0.8580215419501134
115,0.867219387755102
116,0.8651360544217687
117,0.8681831065759638
118,0.8668934240362812
119,0.8673327664399093
120,0.8693452380952381
121,0.8689484126984127
122,0.8657596371882086
123,0.8661989795918368
124,0.8699263038548752
125,0.872718253968254
126,0.8724206349206349
127,0.8730017006802722
128,0.873781179138322
129,0.858545918367347
130,0.8731150793650794
131,0.8739512471655329
132,0.8714002267573696
133,0.8727324263038548
134,0.872562358276644
135,0.8732001133786849
136,0.8734977324263039
137,0.8766156462585034
138,0.8756660997732426
139,0.8752551020408164
140,0.8733134920634921
141,0.8772675736961452
142,0.8782312925170068
143,0.8783021541950113
144,0.8701955782312926
145,0.8781462585034013
146,0.8793083900226757
147,0.8824404761904762
148,0.8797902494331066
149,0.8820011337868481
150,0.8814200680272108
151,0.875907029478458
152,0.8797052154195011
153,0.8800170068027211
154,0.8770691609977325
155,0.8728316326530612
156,0.876218820861678
157,0.8811649659863946
158,0.8806689342403629
159,0.8818877551020409
160,0.8818452380952381
161,0.8848781179138322
162,0.8845096371882086
163,0.882482993197279
164,0.882780612244898
165,0.8840419501133787
166,0.8818310657596372
167,0.8810374149659864
168,0.8855867346938775
169,0.8834892290249433
170,0.8842403628117914
171,0.8874007936507936
172,0.8874291383219954
173,0.8845804988662131
174,0.8881235827664399
175,0.8888321995464853
176,0.8878401360544218
177,0.8869189342403628
178,0.8866071428571428
179,0.8875708616780046
180,0.8889880952380952
181,0.8876842403628118
182,0.8894274376417234
183,0.8868055555555555
184,0.8880810657596372
185,0.8891865079365079
186,0.8886904761904761
187,0.8902919501133787
188,0.886281179138322
189,0.8763888888888889
190,0.8848214285714285
191,0.8913265306122449
192,0.8924178004535147
193,0.8903769841269841
194,0.8933673469387755
195,0.8858701814058957
196,0.8905045351473923
197,0.8895124716553288
198,0.8937216553287982
199,0.8949829931972789
200,0.8874291383219954
201,0.8928571428571429
202,0.8910430839002268
203,0.8945861678004535
204,0.8909013605442176
205,0.8939484126984127
206,0.8916808390022676
207,0.893154761904762
208,0.8936366213151927
209,0.8947845804988662
210,0.8964569160997733
211,0.8965277777777778
212,0.8960742630385488
213,0.8986111111111111
214,0.8959183673469387
215,0.8982568027210884
216,0.8920493197278911
217,0.8956065759637188
218,0.8969104308390022
219,0.8901360544217687
220,0.8974914965986395
221,0.8973639455782313
222,0.897562358276644
223,0.8985544217687075
224,0.9011054421768707
225,0.8994472789115646
226,0.9003543083900227
227,0.8964710884353742
228,0.895578231292517
229,0.9000283446712019
230,0.9005668934240363
231,0.9017290249433106
232,0.8985827664399093
233,0.8986111111111111
234,0.9005810657596371
235,0.9024234693877551
236,0.8947704081632653
237,0.8969104308390022
238,0.8994189342403628
239,0.902437641723356
240,0.9022108843537415
241,0.9032596371882086
242,0.9036281179138322
243,0.9026360544217688
244,0.8969387755102041
245,0.9009495464852608
246,0.9022534013605442
247,0.9021967120181406
248,0.9027777777777778
249,0.9037556689342403
